level_equivalent_diameter,level_major_axis_length,level_minor_axis_length,level_solidity,nodes,distmap-skew,distmap-kurt
6.168014144897460938e+01,6.677388763427734375e+01,6.579407501220703125e+01,7.890150547027587891e-01,6.000000000000000000e+00,4.075520336627960205e-01,-9.696130752563476562e-01
7.117738342285156250e+01,1.122960815429687500e+02,5.959534835815429688e+01,6.991741061210632324e-01,1.100000000000000000e+01,6.908637285232543945e-01,-2.725314795970916748e-01
1.200968704223632812e+02,1.415977478027343750e+02,1.108098144531250000e+02,9.300492405891418457e-01,7.700000000000000000e+01,7.197400331497192383e-01,-1.481830887496471405e-02
9.119649505615234375e+01,1.534369812011718750e+02,1.095370941162109375e+02,5.342712402343750000e-01,5.000000000000000000e+01,1.493344306945800781e+00,2.155901193618774414e+00
4.832309341430664062e+01,6.923025512695312500e+01,4.513161468505859375e+01,7.005347609519958496e-01,1.200000000000000000e+01,1.029061436653137207e+00,3.689230680465698242e-01
5.672280120849609375e+01,5.904326629638671875e+01,5.883871078491210938e+01,8.654109835624694824e-01,5.100000000000000000e+01,3.777271509170532227e-01,-4.660239815711975098e-01
8.684854888916015625e+01,8.914537811279296875e+01,8.873468780517578125e+01,8.485890030860900879e-01,7.000000000000000000e+00,8.147649168968200684e-01,-2.252879291772842407e-01
9.039718627929687500e+01,1.111155624389648438e+02,8.516784667968750000e+01,8.076003789901733398e-01,7.000000000000000000e+00,6.050210595130920410e-01,-5.474296212196350098e-01
9.852501678466796875e+01,1.107866821289062500e+02,1.023001480102539062e+02,8.311348557472229004e-01,7.100000000000000000e+01,1.641633152961730957e+00,3.175414323806762695e+00
9.537974548339843750e+01,1.419838409423828125e+02,9.088812255859375000e+01,6.447973847389221191e-01,5.400000000000000000e+01,1.326033949851989746e+00,1.515976905822753906e+00
3.409498214721679688e+01,5.324892425537109375e+01,3.189041519165039062e+01,6.283551454544067383e-01,1.100000000000000000e+01,5.981557369232177734e-01,-4.988622665405273438e-01
5.345231246948242188e+01,8.900062561035156250e+01,4.655288314819335938e+01,6.427957415580749512e-01,1.000000000000000000e+01,1.439348816871643066e+00,1.739135980606079102e+00
7.843655395507812500e+01,1.437385864257812500e+02,8.526301574707031250e+01,4.832966625690460205e-01,3.800000000000000000e+01,1.120476126670837402e+00,1.025917053222656250e+00
4.465303039550781250e+01,5.292783355712890625e+01,4.644793701171875000e+01,7.186782956123352051e-01,1.500000000000000000e+01,4.289186000823974609e-01,-7.586688399314880371e-01
8.203867340087890625e+01,1.217954254150390625e+02,8.573879241943359375e+01,6.537224650382995605e-01,3.700000000000000000e+01,1.280819654464721680e+00,1.167757272720336914e+00
9.335590362548828125e+01,1.245233764648437500e+02,9.585679626464843750e+01,6.655970215797424316e-01,4.100000000000000000e+01,1.324062228202819824e+00,1.524814248085021973e+00
1.015227737426757812e+02,1.260051651000976562e+02,8.781984710693359375e+01,9.340025186538696289e-01,1.500000000000000000e+01,4.465183615684509277e-01,-7.823500633239746094e-01
7.415605926513671875e+01,1.347194061279296875e+02,5.490446853637695312e+01,6.537006497383117676e-01,2.800000000000000000e+01,9.889417886734008789e-01,5.920305252075195312e-01
2.786890983581542969e+01,5.730186080932617188e+01,3.484012603759765625e+01,4.158145785331726074e-01,1.800000000000000000e+01,1.413194298744201660e+00,1.577644348144531250e+00
6.832054138183593750e+01,8.873970794677734375e+01,6.864366149902343750e+01,7.507679462432861328e-01,3.300000000000000000e+01,1.130719065666198730e+00,7.246280312538146973e-01
5.876245117187500000e+01,8.642839813232421875e+01,4.646928787231445312e+01,8.153938651084899902e-01,8.000000000000000000e+00,6.321440339088439941e-01,-2.930574715137481689e-01
8.435719299316406250e+01,1.122718658447265625e+02,9.205757904052734375e+01,6.705458760261535645e-01,5.500000000000000000e+01,1.146823644638061523e+00,6.907031536102294922e-01
6.570810699462890625e+01,1.011912384033203125e+02,7.342939758300781250e+01,6.129790544509887695e-01,1.100000000000000000e+01,9.600111246109008789e-01,4.237247407436370850e-01
3.677200698852539062e+01,4.579056549072265625e+01,3.303829956054687500e+01,8.712059259414672852e-01,1.000000000000000000e+00,5.831735134124755859e-01,-5.860992074012756348e-01
1.045502853393554688e+02,1.405716705322265625e+02,8.141430664062500000e+01,9.430956840515136719e-01,1.000000000000000000e+00,2.509386977180838585e-03,-1.203420639038085938e+00
1.256560516357421875e+02,1.277331466674804688e+02,1.241116333007812500e+02,9.955844283103942871e-01,1.000000000000000000e+00,2.863158881664276123e-01,-6.938137412071228027e-01
5.514069366455078125e+01,1.204561080932617188e+02,8.162117767333984375e+01,2.967196702957153320e-01,5.500000000000000000e+01,2.916609764099121094e+00,1.122872352600097656e+01
5.808687210083007812e+01,9.861451721191406250e+01,5.858323287963867188e+01,5.718601346015930176e-01,2.800000000000000000e+01,1.041823387145996094e+00,5.851894617080688477e-01
7.577803039550781250e+01,1.107018585205078125e+02,7.529137420654296875e+01,6.829194426536560059e-01,4.100000000000000000e+01,9.001694917678833008e-01,-3.054043464362621307e-02
3.415095138549804688e+01,5.641507720947265625e+01,2.769361686706542969e+01,6.939393877983093262e-01,9.000000000000000000e+00,8.042194247245788574e-01,-1.396966874599456787e-01
5.472348022460937500e+01,8.135872650146484375e+01,5.118458557128906250e+01,6.560669541358947754e-01,2.500000000000000000e+01,9.007270336151123047e-01,2.128862440586090088e-01
8.821587371826171875e+01,1.152586135864257812e+02,7.375712585449218750e+01,8.504243493080139160e-01,1.600000000000000000e+01,3.346343040466308594e-01,-9.484835863113403320e-01
8.580134582519531250e+01,1.396741027832031250e+02,1.002637100219726562e+02,5.362144112586975098e-01,5.000000000000000000e+01,1.231322765350341797e+00,1.154378294944763184e+00
4.283384323120117188e+01,5.630591964721679688e+01,3.687817001342773438e+01,8.567181825637817383e-01,2.000000000000000000e+00,4.814334511756896973e-01,-8.500684499740600586e-01
8.676788330078125000e+01,1.091241531372070312e+02,8.131604003906250000e+01,7.351734638214111328e-01,2.800000000000000000e+01,9.268581271171569824e-01,3.098228573799133301e-01
3.333973693847656250e+01,5.094999694824218750e+01,3.515581512451171875e+01,6.820312738418579102e-01,7.000000000000000000e+00,1.799127101898193359e+00,3.323264122009277344e+00
4.054321289062500000e+01,5.506033706665039062e+01,3.198661231994628906e+01,8.891184329986572266e-01,6.000000000000000000e+00,5.952304229140281677e-02,-1.150460839271545410e+00
7.905099487304687500e+01,1.123565139770507812e+02,6.958145904541015625e+01,7.611662745475769043e-01,2.300000000000000000e+01,1.157085537910461426e+00,7.878420352935791016e-01
4.815152359008789062e+01,6.816782379150390625e+01,3.839929962158203125e+01,8.353211283683776855e-01,9.000000000000000000e+00,4.950895011425018311e-01,-5.547894239425659180e-01
6.545571899414062500e+01,8.426641845703125000e+01,6.359914779663085938e+01,6.929571628570556641e-01,2.200000000000000000e+01,6.687076687812805176e-01,-4.925508499145507812e-01
6.383076477050781250e+01,1.171237945556640625e+02,6.344956970214843750e+01,5.620937943458557129e-01,2.600000000000000000e+01,1.064291357994079590e+00,5.624800324440002441e-01
3.000300598144531250e+01,4.102536392211914062e+01,3.031723785400390625e+01,6.837524175643920898e-01,1.400000000000000000e+01,1.059186458587646484e+00,7.752984166145324707e-01
7.221627044677734375e+01,1.092251281738281250e+02,8.461750030517578125e+01,6.060068011283874512e-01,2.400000000000000000e+01,1.250676393508911133e+00,8.008943200111389160e-01
7.053948974609375000e+01,9.626289367675781250e+01,6.405593872070312500e+01,7.975510358810424805e-01,1.200000000000000000e+01,4.768663942813873291e-01,-9.146473407745361328e-01
4.783316421508789062e+01,1.100721435546875000e+02,5.350355148315429688e+01,4.379722177982330322e-01,1.500000000000000000e+01,9.825041890144348145e-01,3.453117311000823975e-01
4.741878509521484375e+01,4.798786163330078125e+01,4.789020919799804688e+01,9.954904317855834961e-01,2.000000000000000000e+00,-4.850898683071136475e-02,-7.076172232627868652e-01
9.225146484375000000e+01,1.150001678466796875e+02,8.693035888671875000e+01,7.802031040191650391e-01,2.800000000000000000e+01,9.333047866821289062e-01,3.482351005077362061e-01
7.573601531982421875e+01,9.669030761718750000e+01,6.745616912841796875e+01,8.786814808845520020e-01,1.700000000000000000e+01,1.167836546897888184e+00,1.339650869369506836e+00
9.343088531494140625e+01,9.355176544189453125e+01,9.332297515869140625e+01,9.888936877250671387e-01,1.000000000000000000e+00,5.778875946998596191e-01,-5.933792591094970703e-01
7.911539459228515625e+01,1.173292083740234375e+02,9.941259765625000000e+01,5.595902204513549805e-01,3.600000000000000000e+01,1.053461790084838867e+00,7.243024110794067383e-01
6.263266754150390625e+01,7.454953765869140625e+01,5.861947250366210938e+01,8.370007872581481934e-01,2.000000000000000000e+00,3.840443491935729980e-01,-7.912715673446655273e-01
9.128720092773437500e+01,1.206788940429687500e+02,8.627715301513671875e+01,7.589285969734191895e-01,3.900000000000000000e+01,1.097402095794677734e+00,7.850337624549865723e-01
6.481062316894531250e+01,8.325315856933593750e+01,5.580217361450195312e+01,8.802027702331542969e-01,1.100000000000000000e+01,6.138964295387268066e-01,-1.837377697229385376e-01
4.676992034912109375e+01,4.855471038818359375e+01,4.711109542846679688e+01,9.413698911666870117e-01,1.000000000000000000e+01,4.208847135305404663e-02,-1.179478883743286133e+00
6.263266754150390625e+01,7.454953765869140625e+01,5.861947250366210938e+01,8.370007872581481934e-01,2.000000000000000000e+00,3.795008659362792969e-01,-7.633978128433227539e-01
6.340045166015625000e+01,7.114142608642578125e+01,6.580432128906250000e+01,7.785450220108032227e-01,2.000000000000000000e+01,1.131395220756530762e+00,2.431547045707702637e-01
5.131334686279296875e+01,7.957685852050781250e+01,6.186205673217773438e+01,5.340909361839294434e-01,3.700000000000000000e+01,1.620646476745605469e+00,2.105966091156005859e+00
8.364479064941406250e+01,1.156517257690429688e+02,6.600608825683593750e+01,8.887271285057067871e-01,1.800000000000000000e+01,1.051841259002685547e+00,1.551770418882369995e-01
5.790025711059570312e+01,9.042787170410156250e+01,4.084503173828125000e+01,8.329642415046691895e-01,2.000000000000000000e+00,4.559974670410156250e-01,-9.652251005172729492e-01
6.513397216796875000e+01,8.946020507812500000e+01,5.080736923217773438e+01,8.371859192848205566e-01,3.000000000000000000e+00,6.171850562095642090e-01,-6.592857241630554199e-01
4.077806854248046875e+01,4.814150238037109375e+01,3.747872161865234375e+01,8.414948582649230957e-01,5.000000000000000000e+00,7.233959436416625977e-01,-2.703348398208618164e-01
5.706966400146484375e+01,1.066827316284179688e+02,5.662270355224609375e+01,5.583933591842651367e-01,1.100000000000000000e+01,1.304812669754028320e+00,1.141432762145996094e+00
1.714987945556640625e+01,2.359017944335937500e+01,1.635425186157226562e+01,8.105263113975524902e-01,3.000000000000000000e+00,3.971336483955383301e-01,-9.486334919929504395e-01
5.262409973144531250e+01,6.411301422119140625e+01,5.251232910156250000e+01,7.818116545677185059e-01,3.000000000000000000e+00,7.692156434059143066e-01,-1.914099901914596558e-01
5.679010391235351562e+01,8.500089263916015625e+01,5.407541656494140625e+01,6.508222222328186035e-01,1.800000000000000000e+01,1.510153412818908691e+00,2.079155683517456055e+00
9.255461120605468750e+01,1.377203521728515625e+02,7.173097229003906250e+01,8.281634449958801270e-01,9.000000000000000000e+00,8.668095469474792480e-01,-1.379123032093048096e-01
5.831657409667968750e+01,8.122114562988281250e+01,4.976080322265625000e+01,8.479365110397338867e-01,5.000000000000000000e+00,1.085192680358886719e+00,6.777684688568115234e-01
7.258557128906250000e+01,1.196093978881835938e+02,5.290897369384765625e+01,7.945468425750732422e-01,6.000000000000000000e+00,1.371540069580078125e+00,1.231430888175964355e+00
2.505408287048339844e+01,3.112275505065917969e+01,2.175164222717285156e+01,9.610136747360229492e-01,1.000000000000000000e+00,5.881138443946838379e-01,-1.040474176406860352e-01
3.701358795166015625e+01,5.883084487915039062e+01,3.258143997192382812e+01,5.977777838706970215e-01,4.000000000000000000e+00,1.039040565490722656e+00,1.901046186685562134e-01
7.837972259521484375e+01,9.559052276611328125e+01,6.887317657470703125e+01,8.447129130363464355e-01,2.000000000000000000e+01,7.481378316879272461e-01,-2.513317465782165527e-01
6.815261077880859375e+01,1.103370971679687500e+02,7.167536163330078125e+01,5.613171458244323730e-01,1.300000000000000000e+01,9.004060626029968262e-01,-2.172842994332313538e-02
5.810878753662109375e+01,1.324980163574218750e+02,4.722461700439453125e+01,5.061068534851074219e-01,1.200000000000000000e+01,1.131226539611816406e+00,4.839274287223815918e-01
9.381846618652343750e+01,1.258177719116210938e+02,9.529856109619140625e+01,6.732566952705383301e-01,5.900000000000000000e+01,1.582625865936279297e+00,3.220585346221923828e+00
5.817448425292968750e+01,1.031671371459960938e+02,4.846339416503906250e+01,6.659985184669494629e-01,1.600000000000000000e+01,1.561976552009582520e+00,1.634040951728820801e+00
4.541638565063476562e+01,7.370440673828125000e+01,3.624526977539062500e+01,6.741573214530944824e-01,2.000000000000000000e+01,1.189772486686706543e+00,1.105037212371826172e+00
1.198209075927734375e+02,1.229269561767578125e+02,1.221759948730468750e+02,9.660726785659790039e-01,1.000000000000000000e+00,1.243446138687431812e-03,-1.201709389686584473e+00
6.889584350585937500e+01,1.186176757812500000e+02,8.088135528564453125e+01,5.048754215240478516e-01,2.000000000000000000e+01,1.589210987091064453e+00,2.874181747436523438e+00
6.536812591552734375e+01,1.092304382324218750e+02,5.332878875732421875e+01,6.315393447875976562e-01,1.600000000000000000e+01,9.180735945701599121e-01,1.288314461708068848e-01
5.133815383911132812e+01,5.831187820434570312e+01,5.691767501831054688e+01,7.462148666381835938e-01,1.200000000000000000e+01,1.557442665100097656e+00,2.384342193603515625e+00
4.714950942993164062e+01,5.692458724975585938e+01,4.373010253906250000e+01,7.637795209884643555e-01,1.000000000000000000e+01,6.761402487754821777e-01,-4.060688614845275879e-01
1.040314197540283203e+01,1.123021125793457031e+01,1.123021125793457031e+01,7.798165082931518555e-01,1.000000000000000000e+00,9.737800359725952148e-01,3.265166580677032471e-01
6.777793121337890625e+01,1.167827911376953125e+02,4.960569000244140625e+01,6.877620816230773926e-01,1.800000000000000000e+01,9.925491213798522949e-01,2.323748469352722168e-01
1.475547218322753906e+01,2.544205665588378906e+01,1.011987209320068359e+01,9.047619104385375977e-01,1.000000000000000000e+00,7.148191332817077637e-01,-4.102898538112640381e-01
4.465303039550781250e+01,5.292783355712890625e+01,4.644793701171875000e+01,7.186782956123352051e-01,1.500000000000000000e+01,4.289186000823974609e-01,-7.586688399314880371e-01
5.031103515625000000e+01,1.183074951171875000e+02,4.571588897705078125e+01,4.940357804298400879e-01,1.900000000000000000e+01,1.981671929359436035e+00,3.670311450958251953e+00
7.104309844970703125e+01,9.247752380371093750e+01,5.999011611938476562e+01,8.141301870346069336e-01,2.300000000000000000e+01,6.779574155807495117e-01,-3.520438969135284424e-01
6.518282318115234375e+01,1.023951416015625000e+02,5.588195037841796875e+01,7.368072271347045898e-01,2.900000000000000000e+01,1.083395242691040039e+00,6.488632559776306152e-01
5.303382110595703125e+01,1.095855712890625000e+02,5.643479537963867188e+01,4.333921968936920166e-01,2.600000000000000000e+01,9.744617342948913574e-01,2.316709905862808228e-01
8.816534423828125000e+01,1.040678634643554688e+02,8.511872863769531250e+01,7.213754057884216309e-01,3.000000000000000000e+01,1.021924257278442383e+00,7.248289138078689575e-02
5.887068939208984375e+01,1.097655029296875000e+02,4.470051193237304688e+01,7.157506942749023438e-01,1.800000000000000000e+01,8.733683228492736816e-01,-1.185302883386611938e-01
8.203091430664062500e+01,1.248281784057617188e+02,7.536705017089843750e+01,7.150588631629943848e-01,4.200000000000000000e+01,1.208216905593872070e+00,1.541297197341918945e+00
4.996821594238281250e+01,6.267358016967773438e+01,5.381347656250000000e+01,7.287253737449645996e-01,2.900000000000000000e+01,1.523666024208068848e+00,2.456223487854003906e+00
5.292567443847656250e+01,7.356246185302734375e+01,4.618369674682617188e+01,7.787610888481140137e-01,3.000000000000000000e+01,9.433196783065795898e-01,2.009837031364440918e-01
3.665061569213867188e+01,3.879633331298828125e+01,3.747324752807617188e+01,8.850671052932739258e-01,1.000000000000000000e+00,7.423748373985290527e-01,-4.259655177593231201e-01
7.018663787841796875e+01,1.214667282104492188e+02,6.028794479370117188e+01,6.995118260383605957e-01,2.800000000000000000e+01,1.126920104026794434e+00,5.123952627182006836e-01
5.871910095214843750e+01,6.910327911376953125e+01,6.128173828125000000e+01,7.941349148750305176e-01,1.900000000000000000e+01,8.866559863090515137e-01,4.293004795908927917e-02
8.121195220947265625e+01,1.087017822265625000e+02,6.647734069824218750e+01,8.948004841804504395e-01,1.600000000000000000e+01,4.437027871608734131e-01,-6.353993415832519531e-01
8.237168121337890625e+01,8.428523254394531250e+01,8.428523254394531250e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.675979852676391602e-01,-5.986400246620178223e-01
1.805406761169433594e+01,2.327502250671386719e+01,1.681455039978027344e+01,8.152866363525390625e-01,3.000000000000000000e+00,7.985532879829406738e-01,6.443275511264801025e-02
5.509449386596679688e+01,8.495205688476562500e+01,6.788794708251953125e+01,5.725263953208923340e-01,1.600000000000000000e+01,1.133455276489257812e+00,7.485221624374389648e-01
1.028621444702148438e+02,1.030987472534179688e+02,1.026485900878906250e+02,9.881094098091125488e-01,1.000000000000000000e+00,5.738137960433959961e-01,-5.998870134353637695e-01
6.956711578369140625e+01,8.325743103027343750e+01,6.365037918090820312e+01,8.497652411460876465e-01,1.400000000000000000e+01,1.167078733444213867e+00,7.327038645744323730e-01
6.342053222656250000e+01,9.411747741699218750e+01,6.429114532470703125e+01,6.422036886215209961e-01,1.500000000000000000e+01,1.126979470252990723e+00,6.966916322708129883e-01
1.035099563598632812e+02,1.295805969238281250e+02,9.293317413330078125e+01,8.337461352348327637e-01,3.300000000000000000e+01,7.397529482841491699e-01,-3.163683414459228516e-01
7.516224670410156250e+01,1.256382446289062500e+02,7.352613830566406250e+01,6.316014528274536133e-01,6.000000000000000000e+01,1.964946746826171875e+00,3.976047039031982422e+00
8.909909057617187500e+01,1.252803421020507812e+02,8.917763519287109375e+01,7.162550091743469238e-01,1.200000000000000000e+01,8.519858717918395996e-01,9.148535132408142090e-02
5.396201324462890625e+01,8.255758666992187500e+01,5.281732559204101562e+01,6.151156425476074219e-01,2.400000000000000000e+01,7.036062479019165039e-01,-2.467271536588668823e-01
7.837159729003906250e+01,1.153671112060546875e+02,7.771998596191406250e+01,6.428571343421936035e-01,4.500000000000000000e+01,1.089941024780273438e+00,5.345742702484130859e-01
8.498126220703125000e+01,1.239760742187500000e+02,6.501001739501953125e+01,8.182342648506164551e-01,1.000000000000000000e+01,6.921368837356567383e-01,-4.577884674072265625e-01
6.376091003417968750e+01,1.036075210571289062e+02,5.593772888183593750e+01,6.276783943176269531e-01,2.800000000000000000e+01,1.058123946189880371e+00,6.798486113548278809e-01
5.216236877441406250e+01,1.051686782836914062e+02,5.927183532714843750e+01,3.844908177852630615e-01,7.800000000000000000e+01,2.402135372161865234e+00,6.565881252288818359e+00
5.400918197631835938e+01,7.385508728027343750e+01,4.296995925903320312e+01,8.179221749305725098e-01,4.000000000000000000e+00,3.741142749786376953e-01,-8.004046082496643066e-01
5.864315795898437500e+01,8.489935302734375000e+01,5.784169006347656250e+01,6.839706301689147949e-01,8.000000000000000000e+00,7.946569919586181641e-01,-2.671107947826385498e-01
9.343088531494140625e+01,9.355176544189453125e+01,9.332297515869140625e+01,9.888936877250671387e-01,1.000000000000000000e+00,5.778875946998596191e-01,-5.933792591094970703e-01
8.510103607177734375e+01,1.213518600463867188e+02,7.779151153564453125e+01,7.115336656570434570e-01,4.700000000000000000e+01,1.519894003868103027e+00,1.725588321685791016e+00
4.991722869873046875e+01,1.104417877197265625e+02,4.451403045654296875e+01,4.919557571411132812e-01,2.400000000000000000e+01,1.180005669593811035e+00,8.463926911354064941e-01
4.779321670532226562e+01,5.645825195312500000e+01,4.241030883789062500e+01,9.392670392990112305e-01,5.000000000000000000e+00,1.903312057256698608e-01,-8.127061724662780762e-01
5.598853302001953125e+01,1.042107315063476562e+02,4.086611938476562500e+01,6.356829404830932617e-01,1.900000000000000000e+01,1.013454556465148926e+00,-1.738420426845550537e-01
6.729720306396484375e+01,1.100283966064453125e+02,4.771385574340820312e+01,8.256731629371643066e-01,1.200000000000000000e+01,1.230640172958374023e+00,8.496022224426269531e-01
8.827358245849609375e+01,1.103326034545898438e+02,9.091604614257812500e+01,7.171314954757690430e-01,3.100000000000000000e+01,1.149340867996215820e+00,1.037725090980529785e+00
9.909199523925781250e+01,1.207600173950195312e+02,1.000418853759765625e+02,7.705065608024597168e-01,5.400000000000000000e+01,1.263559341430664062e+00,1.121662259101867676e+00
3.291696929931640625e+01,6.479529571533203125e+01,2.787309074401855469e+01,5.765582919120788574e-01,6.000000000000000000e+00,1.040347337722778320e+00,3.562616407871246338e-01
8.028955078125000000e+01,9.460655975341796875e+01,9.145494842529296875e+01,6.870674490928649902e-01,3.600000000000000000e+01,1.218903422355651855e+00,8.093959093093872070e-01
6.743894958496093750e+01,1.080709457397460938e+02,7.043421936035156250e+01,5.784615278244018555e-01,1.500000000000000000e+01,7.156297564506530762e-01,-4.497602283954620361e-01
5.553184890747070312e+01,7.500727844238281250e+01,5.095046615600585938e+01,7.621145248413085938e-01,2.300000000000000000e+01,9.280301332473754883e-01,1.653069853782653809e-01
1.555363368988037109e+01,1.946206092834472656e+01,1.400428962707519531e+01,8.636363744735717773e-01,2.000000000000000000e+00,8.227663636207580566e-01,-3.404926955699920654e-01
5.377292251586914062e+01,7.460073852539062500e+01,5.770900344848632812e+01,6.278684139251708984e-01,3.000000000000000000e+01,1.755314111709594727e+00,3.342693090438842773e+00
8.748395538330078125e+01,1.148150634765625000e+02,7.201379394531250000e+01,8.472163677215576172e-01,2.200000000000000000e+01,1.158077716827392578e+00,1.235250115394592285e+00
8.902046203613281250e+01,1.260392837524414062e+02,7.469477081298828125e+01,7.570855021476745605e-01,3.400000000000000000e+01,8.147994875907897949e-01,1.506710350513458252e-01
5.405631256103515625e+01,8.914688873291015625e+01,3.474832534790039062e+01,8.342421054840087891e-01,1.000000000000000000e+01,3.803801834583282471e-01,-1.123469829559326172e+00
4.723045349121093750e+01,6.302786636352539062e+01,3.789178085327148438e+01,9.475392103195190430e-01,6.000000000000000000e+00,4.548095762729644775e-01,-7.811664342880249023e-01
5.499039840698242188e+01,6.564752960205078125e+01,6.058444595336914062e+01,7.648953199386596680e-01,2.200000000000000000e+01,7.448855042457580566e-01,-1.863375008106231689e-01
1.204409332275390625e+02,1.385128784179687500e+02,1.104828491210937500e+02,9.892333149909973145e-01,3.800000000000000000e+01,1.197027444839477539e+00,1.261679291725158691e+00
5.056347656250000000e+01,7.139774322509765625e+01,6.049365234375000000e+01,6.107056140899658203e-01,3.100000000000000000e+01,1.295301318168640137e+00,1.143587708473205566e+00
5.291364288330078125e+01,8.618592071533203125e+01,5.369457626342773438e+01,6.335350275039672852e-01,2.500000000000000000e+01,1.404117226600646973e+00,1.867482423782348633e+00
1.120111694335937500e+02,1.403899993896484375e+02,1.149297332763671875e+02,7.082075476646423340e-01,5.100000000000000000e+01,1.092457056045532227e+00,3.027924001216888428e-01
3.169520378112792969e+01,3.540148544311523438e+01,2.979716300964355469e+01,9.195803999900817871e-01,1.000000000000000000e+00,5.039120316505432129e-01,-8.241015672683715820e-01
6.495780181884765625e+01,7.400007629394531250e+01,6.824805450439453125e+01,7.326995134353637695e-01,1.000000000000000000e+01,3.105530142784118652e-01,-8.659994006156921387e-01
5.312976455688476562e+01,1.078176269531250000e+02,3.958023071289062500e+01,6.594288945198059082e-01,1.100000000000000000e+01,1.422612071037292480e+00,1.168119311332702637e+00
7.088161468505859375e+01,1.135669250488281250e+02,6.364900207519531250e+01,7.020103335380554199e-01,1.600000000000000000e+01,8.713870048522949219e-01,1.440648362040519714e-02
4.998095703125000000e+01,5.761142349243164062e+01,5.268716049194335938e+01,7.860577106475830078e-01,7.000000000000000000e+00,5.151074528694152832e-01,-5.835729241371154785e-01
6.868298339843750000e+01,9.330855560302734375e+01,7.524565887451171875e+01,6.374741792678833008e-01,2.800000000000000000e+01,7.945787310600280762e-01,-2.523741126060485840e-02
1.107594833374023438e+02,1.365828094482421875e+02,1.210860214233398438e+02,7.306992411613464355e-01,1.020000000000000000e+02,1.682476282119750977e+00,3.442421913146972656e+00
9.189884948730468750e+01,1.028066635131835938e+02,8.612830352783203125e+01,9.839786291122436523e-01,3.000000000000000000e+00,4.538416862487792969e-01,-7.187697887420654297e-01
1.174219360351562500e+02,1.338166656494140625e+02,1.151297607421875000e+02,8.401086330413818359e-01,6.800000000000000000e+01,7.033847570419311523e-01,-1.272781342267990112e-01
5.473511505126953125e+01,7.278307342529296875e+01,4.237119674682617188e+01,9.415766596794128418e-01,4.000000000000000000e+00,2.781038880348205566e-01,-1.058310031890869141e+00
6.070218658447265625e+01,8.395317077636718750e+01,5.242374801635742188e+01,8.154409527778625488e-01,1.000000000000000000e+01,7.223091125488281250e-01,-4.886705875396728516e-01
6.706028747558593750e+01,1.151723022460937500e+02,7.406551361083984375e+01,5.325693488121032715e-01,2.200000000000000000e+01,1.248483896255493164e+00,1.670227766036987305e+00
9.104278564453125000e+01,1.087116622924804688e+02,7.958721160888671875e+01,9.157406091690063477e-01,9.000000000000000000e+00,1.813346743583679199e-01,-1.211915373802185059e+00
9.804570007324218750e+01,1.286887207031250000e+02,8.677851867675781250e+01,9.084346294403076172e-01,4.600000000000000000e+01,1.302770853042602539e+00,1.952404379844665527e+00
7.317084503173828125e+01,9.245270538330078125e+01,8.298654937744140625e+01,4.687848389148712158e-01,4.000000000000000000e+00,9.165242910385131836e-01,2.375996410846710205e-01
7.252415466308593750e+01,1.181620788574218750e+02,7.540759277343750000e+01,6.043891906738281250e-01,4.500000000000000000e+01,1.204478621482849121e+00,8.164865970611572266e-01
4.458168792724609375e+01,4.817754745483398438e+01,4.431012344360351562e+01,9.044032692909240723e-01,4.000000000000000000e+00,1.617107093334197998e-01,-1.136837720870971680e+00
9.326721191406250000e+01,1.198723526000976562e+02,8.948820495605468750e+01,7.548336982727050781e-01,2.300000000000000000e+01,9.766836762428283691e-01,-1.567519903182983398e-01
5.308181381225585938e+01,7.714179229736328125e+01,4.204076004028320312e+01,8.614246845245361328e-01,2.000000000000000000e+00,6.365645527839660645e-01,-5.885888934135437012e-01
4.862515640258789062e+01,8.365923309326171875e+01,3.712120056152343750e+01,7.186532616615295410e-01,2.800000000000000000e+01,1.301204085350036621e+00,1.347274780273437500e+00
5.755839920043945312e+01,7.687352752685546875e+01,5.687451934814453125e+01,6.375887989997863770e-01,3.000000000000000000e+01,1.385262846946716309e+00,1.836051344871520996e+00
2.555722808837890625e+01,4.983817672729492188e+01,2.163760375976562500e+01,6.256097555160522461e-01,2.000000000000000000e+00,9.037261009216308594e-01,-1.215031594038009644e-01
8.562308502197265625e+01,1.280312805175781250e+02,8.366152954101562500e+01,6.412026882171630859e-01,4.100000000000000000e+01,1.137941956520080566e+00,3.919998407363891602e-01
2.211162567138671875e+01,2.660092353820800781e+01,2.165448379516601562e+01,8.067227005958557129e-01,3.000000000000000000e+00,4.018735289573669434e-01,-8.327176570892333984e-01
5.473511505126953125e+01,7.278307342529296875e+01,4.237119674682617188e+01,9.415766596794128418e-01,4.000000000000000000e+00,2.781038880348205566e-01,-1.058310031890869141e+00
6.718358612060546875e+01,9.629468536376953125e+01,7.616390991210937500e+01,5.694779157638549805e-01,4.500000000000000000e+01,1.408485770225524902e+00,2.542525291442871094e+00
9.958545684814453125e+01,1.266647186279296875e+02,8.952014160156250000e+01,8.294111490249633789e-01,2.900000000000000000e+01,1.206309914588928223e+00,7.726545333862304688e-01
5.905423736572265625e+01,1.053542556762695312e+02,6.899909210205078125e+01,4.854661524295806885e-01,1.500000000000000000e+01,1.229812860488891602e+00,7.374394536018371582e-01
